Age,Salary,Height,Gender,Marital Status,Education Level,Job Satisfaction,City,Province
32.200013996022534,25964.683771343713,88.89689474063005,Female,Divorced,PhD,Medium,Medan,Sumatera Utara
48.951791754931286,20995.857146343915,88.04867920349947,Male,Single,Master's,High,Bogor,Jawa Barat
54.40299379244736,20905.636405588582,33.55136583040442,Female,Married,PhD,Low,Pontianak,Kalimantan Barat
53.10664154851058,45106.01131710629,23.168948120852576,Female,Married,Bachelor's,Medium,Bogor,Jawa Barat
30.090172198105698,32490.809262045073,26.22300432448779,Female,Married,Master's,Low,Yogyakarta,DI Yogyakarta
36.98023911393421,15662.359176009617,14.740909951244447,Male,Divorced,PhD,High,Makassar,Sulawesi Selatan
45.30642460824633,46120.78096640244,9.771332057529918,Male,Divorced,Master's,High,Denpasar,Bali
53.68208665259067,17680.116660255153,103.04160604051512,Male,Single,Bachelor's,High,Medan,Sumatera Utara
34.77073490801123,38945.194955460414,37.59675777208528,Female,Divorced,PhD,High,Bandung,Jawa Barat
38.58643330337038,40914.89525262152,66.50308618451484,Female,Married,Bachelor's,Medium,Depok,Jawa Barat
26.617645337921633,56544.80099260292,72.19378763689974,Male,Divorced,PhD,High,Banda Aceh,Aceh
25.44931388695128,88507.48407444089,33.98420632657914,Female,Single,Master's,Medium,Semarang,Jawa Tengah
51.562835691124576,18355.083352424714,95.00204182449787,Male,Married,Bachelor's,Medium,Pontianak,Kalimantan Barat
58.6311203714207,35375.086209791436,95.43820055819566,Male,Married,Master's,High,Jakarta,DKI Jakarta
40.06386841945566,31629.083887583507,31.53726824243057,Female,Single,PhD,Medium,Balikpapan,Kalimantan Timur
54.045927672596314,45110.70428889321,36.37827585880743,Male,Married,PhD,Medium,Makassar,Sulawesi Selatan
45.701268325619246,40450.50413068941,47.472252369099664,Female,Single,Bachelor's,High,Bandung,Jawa Barat
32.61344319013338,30446.516886509893,75.53590023074345,Female,Single,Bachelor's,Low,Bogor,Jawa Barat
45.69814287160938,29130.72988288184,27.781171497007136,Female,Divorced,PhD,Low,Depok,Jawa Barat
60.9944753640576,20780.588243469745,29.95543012693986,Male,Married,Master's,Medium,Semarang,Jawa Tengah
40.53426149157063,59511.85356091076,49.03305538601768,Female,Divorced,PhD,High,Batam,Kepulauan Riau
61.34036752558208,45688.5085310611,82.72333614543753,Female,Divorced,Master's,High,Samarinda,Kalimantan Timur
6.9433136468333245,57462.285020725176,63.68746089299441,Female,Single,Bachelor's,High,Tangerang,Banten
51.68473255687791,31094.988128685418,24.512689490103497,Female,Single,Master's,Low,Bogor,Jawa Barat
42.13161188709623,26149.419376022615,6.468895840832914,Male,Divorced,PhD,Medium,Surabaya,Jawa Timur
37.11290444394372,21180.632180119635,60.969590953217704,Male,Single,Master's,High,Depok,Jawa Barat
42.19289009496153,43454.02631467024,58.81580202496926,Female,Married,Bachelor's,Medium,Denpasar,Bali
15.161604110188392,21592.544838631333,56.30942852162369,Female,Married,Master's,High,Bekasi,Jawa Barat
38.14426545811234,91521.71399068012,43.19882495742618,Male,Divorced,PhD,High,Semarang,Jawa Tengah
45.6424634296527,18886.047661341338,67.86996649686589,Female,Married,PhD,High,Denpasar,Bali
60.21262258163971,41640.56367938787,116.80701840117308,Female,Divorced,Master's,Medium,Pekanbaru,Riau
34.26248716244258,79493.24699750316,11.602555028214255,Male,Married,PhD,Low,Bandung,Jawa Barat
30.489583162388563,48998.49584750484,-12.499107728831405,Male,Single,Bachelor's,Low,Pontianak,Kalimantan Barat
34.47715843340102,39649.628448842675,68.69537201752476,Female,Married,Master's,Medium,Pekanbaru,Riau
52.90022753012696,22376.311960249855,80.09864941687852,Male,Single,Master's,High,Medan,Sumatera Utara
45.2737644255759,18198.881328634205,55.6010585833894,Male,Divorced,Master's,Low,Makassar,Sulawesi Selatan
34.11311735102849,53371.11998818247,57.04938467241274,Female,Married,PhD,Low,Bogor,Jawa Barat
47.67247663047363,77116.58297356982,18.890156849134144,Female,Single,Master's,Medium,Jakarta,DKI Jakarta
42.262008141524525,29160.636238434305,49.9561044436071,Male,Single,Master's,Medium,Makassar,Sulawesi Selatan
53.59238487692756,20546.97991173823,73.34391337414846,Female,Divorced,Master's,Medium,Pekanbaru,Riau
31.87330977959442,10624.471854288691,85.98635777348763,Female,Divorced,Master's,High,Tangerang,Banten
36.740392094229016,22239.32902496746,23.534244633250438,Male,Married,Bachelor's,High,Palembang,Sumatera Selatan
35.90259400928195,34309.294693079406,32.68098690753027,Female,Married,PhD,Medium,Jakarta,DKI Jakarta
21.97430567428246,80786.21474954305,16.518842991766235,Male,Married,Bachelor's,Medium,Malang,Jawa Timur
44.84956360183949,50846.51407942339,77.71398944384595,Male,Single,Master's,Low,Banda Aceh,Aceh
44.39371853833856,42300.01426859638,-14.366545642346011,Female,Divorced,PhD,Low,Depok,Jawa Barat
41.066474936351995,29730.83998417842,95.28303924582677,Male,Married,Master's,Medium,Malang,Jawa Timur
37.95036726612309,27130.589696466406,28.95610759782147,Female,Married,Bachelor's,Medium,Malang,Jawa Timur
22.600180353344616,73337.23932377654,98.70030032305881,Female,Single,Master's,Medium,Bogor,Jawa Barat
35.53161080405033,40149.6607742552,73.28585488704228,Female,Married,Bachelor's,Low,Banda Aceh,Aceh
36.544711285152,12691.650991760273,-2.7968189797040566,Female,Single,Bachelor's,Low,Tangerang,Banten
30.570395500118956,25931.92660622921,24.739602988769434,Male,Single,PhD,High,Balikpapan,Kalimantan Timur
38.90328574834188,23644.646014210968,66.94588609973752,Female,Divorced,Master's,Low,Tangerang,Banten
46.252661138589,27635.81886879377,66.21519296473824,Male,Single,Master's,Low,Bekasi,Jawa Barat
65.5204167157369,48120.10394190722,48.56985611136918,Female,Divorced,Master's,Medium,Denpasar,Bali
43.269511566813904,34416.024352610635,35.51354964470127,Female,Single,PhD,Medium,Banda Aceh,Aceh
44.34815507939594,34946.27972984268,9.373526620347775,Male,Divorced,Bachelor's,High,Medan,Sumatera Utara
40.032203095039826,70034.03244440726,64.52959555565442,Male,Single,PhD,Medium,Pontianak,Kalimantan Barat
16.05597420111246,25636.42459931856,92.48364373431708,Female,Married,PhD,Medium,Malang,Jawa Timur
40.65531961916018,92235.44419449886,46.85369207563804,Male,Divorced,Bachelor's,Low,Medan,Sumatera Utara
41.78299272923334,25960.883524601973,64.56201876238393,Male,Divorced,Master's,Medium,Pontianak,Kalimantan Barat
73.02214746230872,37971.801532440804,85.58030090018443,Male,Single,Bachelor's,Low,Depok,Jawa Barat
38.499307457845404,31552.18757392415,42.48293792038632,Female,Married,Bachelor's,Low,Surabaya,Jawa Timur
44.920115450336965,38627.10714973516,57.7797020877463,Female,Married,Bachelor's,Medium,Surabaya,Jawa Timur
40.548746993831834,45355.920465821626,42.20409755799005,Female,Divorced,Master's,Medium,Yogyakarta,DI Yogyakarta
25.807185510946084,45112.63403364983,75.89708761780307,Male,Married,Bachelor's,Low,Medan,Sumatera Utara
55.85669658869527,24920.382818705337,36.41346668745652,Female,Married,PhD,High,Bekasi,Jawa Barat
50.77512942492807,20713.535641391743,85.95645368808025,Female,Single,Bachelor's,Medium,Malang,Jawa Timur
51.28341531155961,126954.73637958056,74.2301408621175,Male,Married,Bachelor's,Low,Bogor,Jawa Barat
29.177963087668395,28509.932952912426,58.624827614817434,Female,Married,PhD,Low,Bandung,Jawa Barat
59.23632604216929,51513.862198536175,-10.263957728481444,Female,Married,Master's,Medium,Bogor,Jawa Barat
22.77593618370035,16255.382192059476,26.36331939582695,Female,Married,PhD,Low,Palembang,Sumatera Selatan
48.62914221940351,31577.2953595018,15.907471986030657,Male,Single,Master's,Medium,Tangerang,Banten
69.47592313552973,34077.76193988393,2.958295033809037,Male,Single,Master's,High,Tangerang,Banten
28.123027773301054,46000.49953937585,-105.07767830919528,Female,Married,Master's,High,Makassar,Sulawesi Selatan
33.63812951516397,9309.33491021601,50.347219594948996,Female,Single,Master's,Low,Semarang,Jawa Tengah
42.29546774613934,39461.08622889278,2.82726250272691,Male,Divorced,PhD,Medium,Pontianak,Kalimantan Barat
34.454816496489414,20437.552006891015,18.26909465755378,Male,Single,Master's,Medium,Semarang,Jawa Tengah
20.841375396140275,42709.33764828881,18.87154047571977,Male,Single,PhD,High,Malang,Jawa Timur
41.891318672478356,21629.975831382893,-11.631789706538285,Female,Single,Bachelor's,High,Banda Aceh,Aceh
27.190051721560636,23676.98248504541,63.5255532500658,Female,Divorced,PhD,Medium,Banda Aceh,Aceh
47.156701598257364,31671.93367945249,65.67489810130661,Male,Divorced,Bachelor's,Low,Medan,Sumatera Utara
29.04748495496056,21457.623415441263,41.78527922234795,Male,Divorced,PhD,Medium,Pontianak,Kalimantan Barat
61.14914726522801,28630.64070477381,56.91196851894847,Female,Single,Bachelor's,Low,Yogyakarta,DI Yogyakarta
30.81770719962892,19996.49157160702,41.82529174297028,Male,Divorced,PhD,Low,Bandung,Jawa Barat
36.81320028932622,14521.923820843882,-2.866830626786623,Female,Divorced,PhD,Medium,Malang,Jawa Timur
51.57572382580571,60414.14385019525,65.12200144179323,Male,Single,PhD,Medium,Samarinda,Kalimantan Timur
24.99876388635858,18995.846967302205,60.360485214026426,Female,Married,PhD,High,Balikpapan,Kalimantan Timur
43.95697914985368,33211.76820808629,46.321585624406225,Male,Single,Bachelor's,High,Bekasi,Jawa Barat
57.99285580567157,52915.1803991345,58.21152777256782,Female,Single,Master's,High,Balikpapan,Kalimantan Timur
20.10271795070404,26702.91324516312,98.78987164575159,Male,Single,PhD,Low,Balikpapan,Kalimantan Timur
43.40024016091996,24038.62162145068,67.84513277169938,Female,Married,Bachelor's,High,Malang,Jawa Timur
44.37847632522951,40664.8370854721,29.71480510577888,Female,Single,PhD,Medium,Bekasi,Jawa Barat
51.163697333105034,63510.905568018,2.1499639210409214,Female,Single,Master's,Low,Surabaya,Jawa Timur
24.919640758584933,20238.50723473141,82.18963134431537,Male,Married,Bachelor's,High,Banda Aceh,Aceh
23.834064029904408,33688.98081174661,82.29946965583461,Female,Single,Bachelor's,Medium,Medan,Sumatera Utara
47.78524035301967,15271.638624631023,50.68670334738596,Female,Single,Bachelor's,Medium,Pekanbaru,Riau
44.860800752031416,29833.866834598197,102.00847581477275,Female,Single,PhD,High,Makassar,Sulawesi Selatan
44.25640705449639,36941.92419988782,64.2240691937863,Male,Married,PhD,Medium,Semarang,Jawa Tengah
45.50382672346068,23687.1427311832,95.1226483297999,Male,Single,Master's,Medium,Depok,Jawa Barat
32.15967861947962,28897.318464133416,4.841458811477281,Male,Married,Master's,Medium,Surabaya,Jawa Timur
44.019298063093046,17959.71756308272,72.75253050660447,Female,Married,PhD,High,Medan,Sumatera Utara
44.809942152882854,37742.39606669056,-6.555024064541328,Male,Divorced,PhD,Medium,Pekanbaru,Riau
31.713431565657217,61564.896460969096,14.565027006235482,Female,Single,Bachelor's,Low,Yogyakarta,DI Yogyakarta
65.25506864488183,20982.16489447921,69.58306111769744,Male,Single,PhD,Medium,Palembang,Sumatera Selatan
47.15982797185324,26599.936744052095,80.22582765896736,Male,Divorced,Bachelor's,Medium,Bekasi,Jawa Barat
25.513054536365566,46689.4320318424,57.222018025098976,Male,Divorced,Master's,High,Denpasar,Bali
49.53519691223978,66572.4002290547,54.660748504905115,Female,Single,PhD,Medium,Semarang,Jawa Tengah
28.32913828704482,17212.740130829072,40.94828692758776,Female,Single,Master's,High,Batam,Kepulauan Riau
51.23209984865188,33376.50977194614,72.9359433852105,Male,Divorced,PhD,High,Bekasi,Jawa Barat
56.06174252709626,41838.21398981337,27.692792338561702,Male,Single,PhD,High,Surabaya,Jawa Timur
30.331129861427762,34508.87459871315,43.498497433192654,Female,Single,Bachelor's,High,Batam,Kepulauan Riau
53.52388968017618,10526.003164618498,61.35440947197915,Female,Single,PhD,Medium,Balikpapan,Kalimantan Timur
46.36615205017448,46655.448962584305,71.2861312725536,Female,Divorced,Master's,Medium,Balikpapan,Kalimantan Timur
51.68678207992837,77626.81305470124,56.974490368740504,Female,Divorced,PhD,High,Yogyakarta,DI Yogyakarta
65.65830877450131,38496.81831086838,73.95742463045742,Male,Married,Master's,High,Malang,Jawa Timur
37.809954491962685,21686.53789148432,49.842050165762856,Male,Married,PhD,High,Jakarta,DKI Jakarta
31.201429863352637,28097.513864024597,49.02900427946531,Male,Single,Master's,High,Bandung,Jawa Barat
29.436312414868198,87988.07156086159,43.611787645222165,Female,Single,Master's,Medium,Makassar,Sulawesi Selatan
30.394466295449302,57238.45664494323,-11.293567558012455,Female,Married,Master's,Low,Tangerang,Banten
39.997677777616644,50011.75262011847,55.46653736669006,Male,Married,PhD,Medium,Yogyakarta,DI Yogyakarta
45.43497567261637,43399.6342123967,18.560988321761414,Male,Married,Bachelor's,High,Balikpapan,Kalimantan Timur
44.596980391290245,26093.23707683795,44.61320199604927,Male,Single,Master's,High,Bandung,Jawa Barat
51.75338223746831,32850.24262309094,58.49272352392629,Male,Single,Master's,High,Bandung,Jawa Barat
41.16902459441279,34927.80976066095,55.0819882912418,Male,Married,Bachelor's,High,Pontianak,Kalimantan Barat
59.89594300304512,47800.298251548316,53.32273189494745,Female,Divorced,Master's,Low,Bandung,Jawa Barat
37.55946116790657,77223.52728283935,43.0458787123483,Male,Married,Master's,High,Malang,Jawa Timur
76.36219916566505,63523.74604210231,77.49695988327747,Female,Divorced,PhD,Low,Surabaya,Jawa Timur
49.13367552094508,17859.80296369969,89.28803449925132,Female,Divorced,Bachelor's,Medium,Tangerang,Banten
29.856951766588328,40619.25460206128,30.83755289841963,Female,Single,Master's,Low,Batam,Kepulauan Riau
27.07839752520554,52490.19517590367,22.38384903948645,Male,Divorced,PhD,Medium,Balikpapan,Kalimantan Timur
47.27214139816141,49485.261912007525,27.718947990563123,Female,Divorced,PhD,Low,Bogor,Jawa Barat
38.09498379076394,26512.805410735848,46.914834510867934,Male,Married,PhD,High,Banda Aceh,Aceh
50.282006423197195,155913.18234478758,26.973471704478982,Male,Married,PhD,Low,Batam,Kepulauan Riau
47.152089119456086,19176.823487284208,28.825106094865134,Female,Divorced,Bachelor's,High,Tangerang,Banten
40.05322413546065,21129.084373620713,26.265916969507884,Male,Married,Bachelor's,Low,Samarinda,Kalimantan Timur
29.991681665110736,40814.698000538,75.02773461904896,Female,Married,PhD,Medium,Batam,Kepulauan Riau
21.30698607908376,104652.59531113546,80.82301697368919,Male,Married,Bachelor's,Low,Malang,Jawa Timur
35.195305623128725,23906.426061548646,62.6838199063821,Male,Married,PhD,Low,Denpasar,Bali
52.13318432620514,31795.683392381696,52.10195102851108,Female,Divorced,Master's,Medium,Malang,Jawa Timur
43.78321867369265,62233.38284906459,58.596744777425414,Female,Divorced,Master's,Low,Malang,Jawa Timur
24.805395876744157,35992.61014281978,98.0317047858482,Male,Divorced,PhD,Medium,Malang,Jawa Timur
43.25135203606536,30720.887374554084,-9.419312594158498,Female,Divorced,Master's,Low,Depok,Jawa Barat
46.00912593647488,48185.64581140215,59.502344440847764,Female,Divorced,PhD,Medium,Makassar,Sulawesi Selatan
29.509853329385273,41616.791020573204,46.37095723899719,Male,Single,Master's,Medium,Banda Aceh,Aceh
42.998426377291864,60792.35943186427,9.641374032613754,Female,Married,Master's,High,Bandung,Jawa Barat
41.756713339798,69267.73168819529,107.14811899806654,Female,Single,Bachelor's,Medium,Bandung,Jawa Barat
26.1413861282019,42340.59214232795,66.02392682423414,Male,Divorced,PhD,Medium,Jakarta,DKI Jakarta
45.651235684527684,42018.545641121746,62.64393823402219,Female,Married,Bachelor's,High,Bekasi,Jawa Barat
48.29019884278705,40419.00972962684,61.24108665190235,Male,Divorced,PhD,High,Tangerang,Banten
55.0796661612786,46377.29461825787,56.64806626314294,Female,Single,Master's,Medium,Denpasar,Bali
54.69942667645374,37331.22246653767,1.770200809495151,Male,Divorced,PhD,High,Banda Aceh,Aceh
23.090298216557816,36304.455684105254,30.188028462660668,Female,Married,PhD,Medium,Banda Aceh,Aceh
28.808274481103403,66059.6605495037,20.24279958763836,Male,Divorced,PhD,Medium,Pontianak,Kalimantan Barat
47.69545847371258,77501.92782377343,50.181575971895455,Male,Divorced,PhD,Low,Pontianak,Kalimantan Barat
47.67921736185871,17089.568509840978,87.81768158667941,Male,Married,Master's,Medium,Batam,Kepulauan Riau
47.695619921978626,36497.92088415676,102.08883451111545,Female,Single,Master's,High,Malang,Jawa Timur
91.08550937851138,25736.172801310997,90.69758879669428,Male,Single,Bachelor's,Low,Makassar,Sulawesi Selatan
48.42157663901117,31086.044475210954,40.51447897475478,Male,Married,PhD,Low,Surabaya,Jawa Timur
55.762353322347785,44411.694566114194,50.640829945501,Female,Married,Bachelor's,High,Bandung,Jawa Barat
53.40202292541163,50752.65372939009,57.69576432153926,Male,Single,Master's,High,Jakarta,DKI Jakarta
49.46808626697538,34335.55819342378,62.13366640144531,Male,Married,Master's,Low,Palembang,Sumatera Selatan
36.90149981967551,13951.325946189292,-21.926071486261492,Male,Single,PhD,High,Medan,Sumatera Utara
50.86659986641248,22414.810664037566,74.10864390227532,Male,Divorced,PhD,High,Banda Aceh,Aceh
30.953272211011566,56854.45357156663,21.32582581300639,Female,Single,Bachelor's,Medium,Medan,Sumatera Utara
37.921358112379885,9226.054662964283,51.53004905859328,Female,Married,Master's,High,Denpasar,Bali
34.69027387822165,65756.48496620232,53.38470762176317,Female,Divorced,Bachelor's,Medium,Pekanbaru,Riau
42.064363812022194,47127.64239978332,12.209400478860744,Male,Married,Master's,High,Medan,Sumatera Utara
71.09056136675561,70128.74463052029,1.1588874250856804,Female,Single,Master's,High,Medan,Sumatera Utara
16.725552496307277,32883.142077085555,58.5296564888927,Male,Divorced,Bachelor's,High,Malang,Jawa Timur
49.92138247486868,12955.779849597016,25.863313774662515,Male,Single,Master's,High,Bandung,Jawa Barat
20.03469367453453,45034.37296113729,40.382828124955125,Female,Divorced,Master's,Low,Samarinda,Kalimantan Timur
34.864885744737364,68687.77824491604,51.36592278519467,Male,Married,Bachelor's,Low,Bekasi,Jawa Barat
55.15635776057576,57662.41782468977,45.39847681484483,Male,Single,Master's,High,Balikpapan,Kalimantan Timur
41.83564024824101,26072.965665803305,70.66599593244837,Female,Divorced,Bachelor's,Low,Semarang,Jawa Tengah
26.989317886919018,37925.558772657176,60.40014923155087,Female,Divorced,PhD,High,Palembang,Sumatera Selatan
31.701051779620414,27821.98642260362,67.85854943209668,Male,Divorced,Master's,High,Bandung,Jawa Barat
49.83477073615079,24109.633451949016,22.268258501595483,Male,Single,Bachelor's,Medium,Surabaya,Jawa Timur
31.505233787677223,58553.391113025646,54.385928371650095,Male,Married,Master's,Medium,Makassar,Sulawesi Selatan
43.813961664565674,19954.976590495604,85.51346760443245,Male,Married,Master's,High,Bekasi,Jawa Barat
41.59243391874958,23227.490341861787,71.57917643970913,Female,Divorced,Bachelor's,Low,Depok,Jawa Barat
32.529195481124376,20910.091812689552,121.73135537883269,Female,Married,PhD,Low,Pekanbaru,Riau
68.87127316122923,17238.081193638525,65.56222136513745,Male,Single,Bachelor's,High,Surabaya,Jawa Timur
49.240947290134145,39073.78832771742,50.46521923659401,Female,Married,Master's,Low,Makassar,Sulawesi Selatan
14.673146373451107,64909.646255320484,55.57319632856391,Male,Married,PhD,High,Bogor,Jawa Barat
43.42390609200256,33109.03953706838,-20.529367135419648,Female,Single,PhD,Medium,Tangerang,Banten
32.396775958010956,17105.000039447757,33.50234783948858,Female,Single,Master's,Low,Malang,Jawa Timur
52.08163335235091,55269.26629803554,34.97609030947788,Male,Married,Bachelor's,Low,Medan,Sumatera Utara
30.69723040037489,84360.18917116617,93.15852508026686,Female,Married,Bachelor's,Medium,Yogyakarta,DI Yogyakarta
39.508426260930314,26288.289107803834,62.02512695749874,Male,Married,Master's,High,Pontianak,Kalimantan Barat
47.56483462674594,28587.443634370666,65.3515324055441,Female,Divorced,Bachelor's,Low,Pontianak,Kalimantan Barat
52.25481752421158,46996.58953816929,73.17809743633579,Female,Single,Bachelor's,Medium,Bandung,Jawa Barat
25.39614670827491,81710.42501679577,73.52762980283146,Male,Divorced,Bachelor's,Low,Bandung,Jawa Barat
36.65148393406767,28003.44807573146,96.62373304190031,Female,Divorced,PhD,Medium,Depok,Jawa Barat
34.82571095490757,18653.239495916525,85.01181786217718,Female,Divorced,PhD,Low,Denpasar,Bali
32.506719976541746,49796.96429067739,23.23543948182882,Male,Divorced,Bachelor's,High,Semarang,Jawa Tengah
63.95090512365426,54151.125472985914,55.76887298151931,Female,Married,Master's,Low,Banda Aceh,Aceh
46.264762242492424,36427.00685984964,65.88206613660344,Female,Single,Master's,Medium,Bekasi,Jawa Barat
24.608508593644412,27472.29634299689,51.7473766646317,Male,Married,Master's,High,Denpasar,Bali
52.93220531171209,59706.09365805791,12.556374586552579,Male,Single,Master's,Low,Bogor,Jawa Barat
68.58803056116423,47288.291284090315,51.461808918908076,Female,Divorced,Bachelor's,Medium,Malang,Jawa Timur
54.42204838716491,24730.24435914818,34.64828254057818,Female,Single,Bachelor's,Medium,Malang,Jawa Timur
21.248190442597824,37217.98405029143,74.70398828309858,Male,Single,Master's,High,Medan,Sumatera Utara
34.704957052738735,18474.491725956086,68.85887809050999,Male,Single,Bachelor's,Low,Palembang,Sumatera Selatan
57.469844939426096,51171.86909103773,40.699018693568064,Female,Single,Master's,High,Batam,Kepulauan Riau
31.80029694695585,31852.8842853084,-16.703647768912873,Female,Married,Master's,Medium,Malang,Jawa Timur
46.76965256590097,29206.44210062001,2.4572588323831894,Male,Divorced,PhD,Medium,Makassar,Sulawesi Selatan
51.07024269458138,35723.45509240897,33.23833891560642,Female,Married,Master's,Low,Tangerang,Banten
28.94990386948492,37054.82492590159,47.02312716402133,Female,Divorced,PhD,Medium,Bandung,Jawa Barat
40.2261703711966,56809.85145520183,3.5881223105753577,Male,Married,Master's,High,Yogyakarta,DI Yogyakarta
-1.1364754208979448,48802.91216937223,26.020815176225142,Female,Married,Bachelor's,Medium,Banda Aceh,Aceh
27.68296066265423,33583.674859528204,106.19036253855039,Female,Married,PhD,Low,Yogyakarta,DI Yogyakarta
37.716614031888916,53201.08526605276,79.79317144503501,Male,Single,Bachelor's,Low,Yogyakarta,DI Yogyakarta
24.778818634456957,44372.20890330229,41.20277639387115,Female,Single,Master's,Medium,Balikpapan,Kalimantan Timur
